"Step","simple_3by3_01_07_03_run_arrival_change_201_011_simple_linear_2025-06-18_13-08-06 - reward","simple_3by3_01_07_03_run_arrival_change_201_011_simple_linear_2025-06-18_13-08-06 - reward__MIN","simple_3by3_01_07_03_run_arrival_change_201_011_simple_linear_2025-06-18_13-08-06 - reward__MAX"
"456","52.20099999999994","52.20099999999994","52.20099999999994"
"457","51.37399999999993","51.37399999999993","51.37399999999993"
"458","51.88499999999993","51.88499999999993","51.88499999999993"
"459","51.129999999999924","51.129999999999924","51.129999999999924"
"460","50.17199999999993","50.17199999999993","50.17199999999993"
"461","48.938999999999936","48.938999999999936","48.938999999999936"
"462","50.39299999999994","50.39299999999994","50.39299999999994"
"463","49.67399999999992","49.67399999999992","49.67399999999992"
"464","50.274999999999935","50.274999999999935","50.274999999999935"
"465","50.96499999999994","50.96499999999994","50.96499999999994"
"466","52.256999999999934","52.256999999999934","52.256999999999934"
"467","53.63999999999994","53.63999999999994","53.63999999999994"
"468","54.802999999999926","54.802999999999926","54.802999999999926"
"469","54.99799999999993","54.99799999999993","54.99799999999993"
"470","55.16299999999994","55.16299999999994","55.16299999999994"
"471","54.00399999999994","54.00399999999994","54.00399999999994"
"472","53.58199999999994","53.58199999999994","53.58199999999994"
"473","54.119999999999926","54.119999999999926","54.119999999999926"
"474","53.819999999999915","53.819999999999915","53.819999999999915"
"475","55.63399999999994","55.63399999999994","55.63399999999994"
"476","57.178999999999924","57.178999999999924","57.178999999999924"
"477","56.60599999999994","56.60599999999994","56.60599999999994"
"478","55.51499999999993","55.51499999999993","55.51499999999993"
"479","54.83599999999993","54.83599999999993","54.83599999999993"
"480","53.40199999999994","53.40199999999994","53.40199999999994"
"481","52.02999999999993","52.02999999999993","52.02999999999993"
"482","52.449999999999925","52.449999999999925","52.449999999999925"
"483","52.72099999999994","52.72099999999994","52.72099999999994"
"484","52.584999999999944","52.584999999999944","52.584999999999944"
"485","51.841999999999956","51.841999999999956","51.841999999999956"
"486","51.65499999999994","51.65499999999994","51.65499999999994"
"487","52.00199999999993","52.00199999999993","52.00199999999993"
"488","51.97299999999993","51.97299999999993","51.97299999999993"
"489","51.89699999999994","51.89699999999994","51.89699999999994"
"490","53.661999999999935","53.661999999999935","53.661999999999935"
"491","53.12199999999994","53.12199999999994","53.12199999999994"
"492","52.74699999999994","52.74699999999994","52.74699999999994"
"493","53.64299999999994","53.64299999999994","53.64299999999994"
"494","53.221999999999944","53.221999999999944","53.221999999999944"
"495","52.65299999999993","52.65299999999993","52.65299999999993"
"496","53.176999999999914","53.176999999999914","53.176999999999914"
"497","52.08099999999994","52.08099999999994","52.08099999999994"
"498","51.444999999999936","51.444999999999936","51.444999999999936"
"499","50.283999999999935","50.283999999999935","50.283999999999935"
"500","50.71299999999994","50.71299999999994","50.71299999999994"
"501","50.30299999999994","50.30299999999994","50.30299999999994"
"502","51.49699999999993","51.49699999999993","51.49699999999993"
"503","51.65499999999994","51.65499999999994","51.65499999999994"
"504","52.32599999999993","52.32599999999993","52.32599999999993"
"505","52.02399999999993","52.02399999999993","52.02399999999993"
"506","52.003999999999934","52.003999999999934","52.003999999999934"
"507","52.35199999999993","52.35199999999993","52.35199999999993"
"508","52.74799999999993","52.74799999999993","52.74799999999993"
"509","52.88899999999993","52.88899999999993","52.88899999999993"
"510","53.02299999999993","53.02299999999993","53.02299999999993"
"511","54.33999999999994","54.33999999999994","54.33999999999994"
"512","54.01699999999993","54.01699999999993","54.01699999999993"
"513","53.37499999999993","53.37499999999993","53.37499999999993"
"514","52.95699999999994","52.95699999999994","52.95699999999994"
"515","52.09299999999994","52.09299999999994","52.09299999999994"
"516","50.86799999999994","50.86799999999994","50.86799999999994"
"517","51.24699999999994","51.24699999999994","51.24699999999994"
"518","53.04599999999993","53.04599999999993","53.04599999999993"
"519","53.02199999999993","53.02199999999993","53.02199999999993"
"520","54.949999999999946","54.949999999999946","54.949999999999946"
"521","55.31799999999995","55.31799999999995","55.31799999999995"
"522","55.07599999999994","55.07599999999994","55.07599999999994"
"523","55.393999999999934","55.393999999999934","55.393999999999934"
"524","55.02699999999994","55.02699999999994","55.02699999999994"
"525","55.47899999999992","55.47899999999992","55.47899999999992"
"526","56.33699999999993","56.33699999999993","56.33699999999993"
"527","55.27699999999994","55.27699999999994","55.27699999999994"
"528","56.70299999999993","56.70299999999993","56.70299999999993"
"529","56.03299999999994","56.03299999999994","56.03299999999994"
"530","54.99299999999994","54.99299999999994","54.99299999999994"
"531","53.678999999999945","53.678999999999945","53.678999999999945"
"532","54.69299999999994","54.69299999999994","54.69299999999994"
"533","51.98899999999994","51.98899999999994","51.98899999999994"
"534","50.77099999999994","50.77099999999994","50.77099999999994"
"535","50.580999999999946","50.580999999999946","50.580999999999946"
"536","50.00299999999995","50.00299999999995","50.00299999999995"
"537","50.02699999999992","50.02699999999992","50.02699999999992"
"538","51.49799999999993","51.49799999999993","51.49799999999993"
"539","53.22799999999992","53.22799999999992","53.22799999999992"
"540","55.97799999999992","55.97799999999992","55.97799999999992"
"541","57.027999999999935","57.027999999999935","57.027999999999935"
"542","58.607999999999926","58.607999999999926","58.607999999999926"
"543","60.01099999999993","60.01099999999993","60.01099999999993"
"544","60.499999999999936","60.499999999999936","60.499999999999936"
"545","60.078999999999944","60.078999999999944","60.078999999999944"
"546","59.15999999999994","59.15999999999994","59.15999999999994"
"547","58.46999999999994","58.46999999999994","58.46999999999994"
"548","57.614999999999945","57.614999999999945","57.614999999999945"
"549","56.76099999999994","56.76099999999994","56.76099999999994"
"550","58.77699999999994","58.77699999999994","58.77699999999994"
"551","59.486999999999924","59.486999999999924","59.486999999999924"
"552","59.74699999999994","59.74699999999994","59.74699999999994"
"553","60.74299999999994","60.74299999999994","60.74299999999994"
"554","60.265999999999934","60.265999999999934","60.265999999999934"
"555","58.94099999999994","58.94099999999994","58.94099999999994"
"556","59.05599999999994","59.05599999999994","59.05599999999994"
"557","58.75299999999993","58.75299999999993","58.75299999999993"
"558","56.83999999999994","56.83999999999994","56.83999999999994"
"559","57.17299999999994","57.17299999999994","57.17299999999994"
"560","56.38299999999994","56.38299999999994","56.38299999999994"
"561","56.99399999999995","56.99399999999995","56.99399999999995"
"562","55.97599999999995","55.97599999999995","55.97599999999995"
"563","53.57299999999994","53.57299999999994","53.57299999999994"
"564","53.00099999999994","53.00099999999994","53.00099999999994"
"565","53.23599999999994","53.23599999999994","53.23599999999994"
"566","51.65599999999994","51.65599999999994","51.65599999999994"
"567","53.704999999999934","53.704999999999934","53.704999999999934"
"568","58.66099999999994","58.66099999999994","58.66099999999994"
"569","59.09799999999995","59.09799999999995","59.09799999999995"
"570","59.813999999999936","59.813999999999936","59.813999999999936"
"571","59.67399999999995","59.67399999999995","59.67399999999995"
"572","58.94199999999995","58.94199999999995","58.94199999999995"
"573","57.60399999999994","57.60399999999994","57.60399999999994"
"574","56.746999999999936","56.746999999999936","56.746999999999936"
"575","56.257999999999946","56.257999999999946","56.257999999999946"
"576","57.65699999999993","57.65699999999993","57.65699999999993"
"577","57.425999999999924","57.425999999999924","57.425999999999924"
"578","57.26099999999994","57.26099999999994","57.26099999999994"
"579","57.377999999999936","57.377999999999936","57.377999999999936"
"580","56.96099999999994","56.96099999999994","56.96099999999994"
"581","57.15199999999995","57.15199999999995","57.15199999999995"
"582","57.17099999999994","57.17099999999994","57.17099999999994"
"583","55.824999999999946","55.824999999999946","55.824999999999946"
"584","55.52699999999994","55.52699999999994","55.52699999999994"
"585","55.621999999999936","55.621999999999936","55.621999999999936"
"586","55.29399999999994","55.29399999999994","55.29399999999994"
"587","56.33899999999992","56.33899999999992","56.33899999999992"
"588","55.97699999999993","55.97699999999993","55.97699999999993"
"589","54.711999999999925","54.711999999999925","54.711999999999925"
"590","55.250999999999934","55.250999999999934","55.250999999999934"
"591","53.41399999999995","53.41399999999995","53.41399999999995"
"592","52.92799999999994","52.92799999999994","52.92799999999994"
"593","54.093999999999944","54.093999999999944","54.093999999999944"
"594","53.27099999999993","53.27099999999993","53.27099999999993"
"595","52.67299999999994","52.67299999999994","52.67299999999994"
"596","53.81299999999992","53.81299999999992","53.81299999999992"
"597","55.29999999999993","55.29999999999993","55.29999999999993"
"598","55.35299999999994","55.35299999999994","55.35299999999994"
"599","55.76099999999993","55.76099999999993","55.76099999999993"
"600","58.61699999999994","58.61699999999994","58.61699999999994"
"601","57.689999999999934","57.689999999999934","57.689999999999934"
"602","58.50799999999994","58.50799999999994","58.50799999999994"
"603","57.966999999999956","57.966999999999956","57.966999999999956"
"604","57.52699999999995","57.52699999999995","57.52699999999995"
"605","57.47499999999994","57.47499999999994","57.47499999999994"
"606","57.021999999999935","57.021999999999935","57.021999999999935"
"607","55.30199999999993","55.30199999999993","55.30199999999993"
"608","55.82699999999993","55.82699999999993","55.82699999999993"
"609","55.37599999999994","55.37599999999994","55.37599999999994"
"610","54.00099999999994","54.00099999999994","54.00099999999994"
"611","54.51299999999993","54.51299999999993","54.51299999999993"
"612","56.74399999999995","56.74399999999995","56.74399999999995"
"613","56.544999999999945","56.544999999999945","56.544999999999945"
"614","57.109999999999935","57.109999999999935","57.109999999999935"
"615","58.05099999999995","58.05099999999995","58.05099999999995"
"616","56.07799999999994","56.07799999999994","56.07799999999994"
"617","56.364999999999945","56.364999999999945","56.364999999999945"
"618","57.44699999999995","57.44699999999995","57.44699999999995"
"619","56.85599999999994","56.85599999999994","56.85599999999994"
"620","56.94299999999994","56.94299999999994","56.94299999999994"
"621","58.67899999999993","58.67899999999993","58.67899999999993"
"622","58.38899999999993","58.38899999999993","58.38899999999993"
"623","55.95799999999993","55.95799999999993","55.95799999999993"
"624","55.78999999999993","55.78999999999993","55.78999999999993"
"625","56.324999999999946","56.324999999999946","56.324999999999946"
"626","57.12899999999994","57.12899999999994","57.12899999999994"
"627","57.48199999999995","57.48199999999995","57.48199999999995"
"628","59.12399999999994","59.12399999999994","59.12399999999994"
"629","59.06199999999994","59.06199999999994","59.06199999999994"
"630","59.66599999999994","59.66599999999994","59.66599999999994"
"631","57.46899999999993","57.46899999999993","57.46899999999993"
"632","56.99599999999995","56.99599999999995","56.99599999999995"
"633","56.39599999999993","56.39599999999993","56.39599999999993"
"634","56.033999999999935","56.033999999999935","56.033999999999935"
"635","56.09599999999992","56.09599999999992","56.09599999999992"
"636","55.683999999999926","55.683999999999926","55.683999999999926"
"637","56.131999999999955","56.131999999999955","56.131999999999955"
"638","55.032999999999944","55.032999999999944","55.032999999999944"
"639","55.349999999999945","55.349999999999945","55.349999999999945"
"640","55.63899999999994","55.63899999999994","55.63899999999994"
"641","56.31399999999994","56.31399999999994","56.31399999999994"
"642","58.47599999999994","58.47599999999994","58.47599999999994"
"643","60.84999999999995","60.84999999999995","60.84999999999995"
"644","58.82199999999993","58.82199999999993","58.82199999999993"
"645","58.03599999999994","58.03599999999994","58.03599999999994"
"646","59.127999999999936","59.127999999999936","59.127999999999936"
"647","57.13399999999994","57.13399999999994","57.13399999999994"
"648","55.472999999999935","55.472999999999935","55.472999999999935"
"649","54.746999999999936","54.746999999999936","54.746999999999936"
"650","56.676999999999936","56.676999999999936","56.676999999999936"
"651","55.84699999999994","55.84699999999994","55.84699999999994"
"652","56.61599999999993","56.61599999999993","56.61599999999993"
"653","57.50199999999993","57.50199999999993","57.50199999999993"
"654","57.75599999999993","57.75599999999993","57.75599999999993"
"655","55.30399999999993","55.30399999999993","55.30399999999993"
"656","55.90099999999994","55.90099999999994","55.90099999999994"
"657","55.38699999999994","55.38699999999994","55.38699999999994"
"658","54.54199999999994","54.54199999999994","54.54199999999994"
"659","54.49499999999995","54.49499999999995","54.49499999999995"
"660","55.26099999999993","55.26099999999993","55.26099999999993"
"661","56.46799999999994","56.46799999999994","56.46799999999994"
"662","57.65899999999994","57.65899999999994","57.65899999999994"
"663","58.33199999999994","58.33199999999994","58.33199999999994"
"664","58.07599999999993","58.07599999999993","58.07599999999993"
"665","58.76399999999994","58.76399999999994","58.76399999999994"
"666","57.12499999999994","57.12499999999994","57.12499999999994"
"667","58.00199999999993","58.00199999999993","58.00199999999993"
"668","58.46599999999994","58.46599999999994","58.46599999999994"
"669","58.68499999999994","58.68499999999994","58.68499999999994"
"670","59.95499999999995","59.95499999999995","59.95499999999995"
"671","59.76399999999994","59.76399999999994","59.76399999999994"
"672","59.46199999999993","59.46199999999993","59.46199999999993"
"673","60.032999999999944","60.032999999999944","60.032999999999944"
"674","60.362999999999936","60.362999999999936","60.362999999999936"
"675","61.06599999999994","61.06599999999994","61.06599999999994"
"676","62.17099999999995","62.17099999999995","62.17099999999995"
"677","61.111999999999945","61.111999999999945","61.111999999999945"
"678","59.51299999999994","59.51299999999994","59.51299999999994"
"679","59.055999999999955","59.055999999999955","59.055999999999955"
"680","58.55499999999994","58.55499999999994","58.55499999999994"
"681","57.72599999999994","57.72599999999994","57.72599999999994"
"682","57.84499999999993","57.84499999999993","57.84499999999993"
"683","58.378999999999934","58.378999999999934","58.378999999999934"
"684","58.19999999999994","58.19999999999994","58.19999999999994"
"685","57.811999999999934","57.811999999999934","57.811999999999934"
"686","58.06299999999994","58.06299999999994","58.06299999999994"
"687","58.83899999999994","58.83899999999994","58.83899999999994"
"688","58.50899999999994","58.50899999999994","58.50899999999994"
"689","57.759999999999955","57.759999999999955","57.759999999999955"
"690","59.21899999999993","59.21899999999993","59.21899999999993"
"691","58.143999999999934","58.143999999999934","58.143999999999934"
"692","58.16899999999994","58.16899999999994","58.16899999999994"
"693","59.431999999999945","59.431999999999945","59.431999999999945"
"694","58.30899999999994","58.30899999999994","58.30899999999994"
"695","56.54899999999994","56.54899999999994","56.54899999999994"
"696","57.74099999999994","57.74099999999994","57.74099999999994"
"697","57.66499999999994","57.66499999999994","57.66499999999994"
"698","56.71599999999994","56.71599999999994","56.71599999999994"
"699","57.509999999999934","57.509999999999934","57.509999999999934"
"700","60.14999999999995","60.14999999999995","60.14999999999995"
"701","60.087999999999944","60.087999999999944","60.087999999999944"
"702","61.27699999999992","61.27699999999992","61.27699999999992"
"703","60.849999999999945","60.849999999999945","60.849999999999945"
"704","60.64199999999995","60.64199999999995","60.64199999999995"
"705","58.13199999999994","58.13199999999994","58.13199999999994"
"706","58.65399999999993","58.65399999999993","58.65399999999993"
"707","57.58399999999993","57.58399999999993","57.58399999999993"
"708","57.968999999999944","57.968999999999944","57.968999999999944"
"709","58.41299999999994","58.41299999999994","58.41299999999994"
"710","59.69399999999996","59.69399999999996","59.69399999999996"
"711","60.55099999999994","60.55099999999994","60.55099999999994"
"712","60.30599999999994","60.30599999999994","60.30599999999994"
"713","59.31799999999994","59.31799999999994","59.31799999999994"
"714","59.00399999999995","59.00399999999995","59.00399999999995"
"715","59.894999999999946","59.894999999999946","59.894999999999946"
"716","58.033999999999935","58.033999999999935","58.033999999999935"
"717","59.107999999999926","59.107999999999926","59.107999999999926"
"718","59.34799999999993","59.34799999999993","59.34799999999993"
"719","57.85999999999996","57.85999999999996","57.85999999999996"
"720","57.561999999999934","57.561999999999934","57.561999999999934"
"721","57.79799999999994","57.79799999999994","57.79799999999994"
"722","56.43099999999994","56.43099999999994","56.43099999999994"
"723","56.58199999999995","56.58199999999995","56.58199999999995"
"724","57.61099999999995","57.61099999999995","57.61099999999995"
"725","58.94399999999995","58.94399999999995","58.94399999999995"
"726","59.979999999999926","59.979999999999926","59.979999999999926"
"727","59.68899999999994","59.68899999999994","59.68899999999994"
"728","58.88099999999995","58.88099999999995","58.88099999999995"
"729","57.50999999999995","57.50999999999995","57.50999999999995"
"730","56.579999999999934","56.579999999999934","56.579999999999934"
"731","53.28799999999994","53.28799999999994","53.28799999999994"
"732","53.093999999999944","53.093999999999944","53.093999999999944"
"733","52.27699999999995","52.27699999999995","52.27699999999995"
"734","51.63799999999993","51.63799999999993","51.63799999999993"
"735","51.76899999999995","51.76899999999995","51.76899999999995"
"736","54.35599999999994","54.35599999999994","54.35599999999994"
"737","57.427999999999955","57.427999999999955","57.427999999999955"
"738","57.124999999999936","57.124999999999936","57.124999999999936"
"739","58.66699999999995","58.66699999999995","58.66699999999995"
"740","59.03699999999996","59.03699999999996","59.03699999999996"
"741","58.41499999999996","58.41499999999996","58.41499999999996"
"742","57.67599999999995","57.67599999999995","57.67599999999995"
"743","59.19099999999994","59.19099999999994","59.19099999999994"
"744","58.094999999999956","58.094999999999956","58.094999999999956"
"745","58.56599999999994","58.56599999999994","58.56599999999994"
"746","59.47499999999995","59.47499999999995","59.47499999999995"
"747","58.48499999999994","58.48499999999994","58.48499999999994"
"748","58.62999999999995","58.62999999999995","58.62999999999995"
"749","58.941999999999936","58.941999999999936","58.941999999999936"
"750","59.61299999999995","59.61299999999995","59.61299999999995"
"751","59.79099999999995","59.79099999999995","59.79099999999995"
"752","60.60699999999994","60.60699999999994","60.60699999999994"
"753","61.75899999999993","61.75899999999993","61.75899999999993"
"754","61.272999999999946","61.272999999999946","61.272999999999946"
"755","58.76799999999994","58.76799999999994","58.76799999999994"
"756","59.64399999999995","59.64399999999995","59.64399999999995"
"757","59.06699999999994","59.06699999999994","59.06699999999994"
"758","57.47599999999995","57.47599999999995","57.47599999999995"
"759","57.34199999999994","57.34199999999994","57.34199999999994"
"760","59.05899999999995","59.05899999999995","59.05899999999995"
"761","59.422999999999945","59.422999999999945","59.422999999999945"
"762","60.772999999999946","60.772999999999946","60.772999999999946"
"763","59.43499999999995","59.43499999999995","59.43499999999995"
"764","58.87899999999995","58.87899999999995","58.87899999999995"
"765","58.23599999999995","58.23599999999995","58.23599999999995"
"766","56.25099999999995","56.25099999999995","56.25099999999995"
"767","56.83799999999996","56.83799999999996","56.83799999999996"
"768","57.951999999999956","57.951999999999956","57.951999999999956"
"769","58.581999999999944","58.581999999999944","58.581999999999944"
"770","60.132999999999946","60.132999999999946","60.132999999999946"
"771","59.51599999999994","59.51599999999994","59.51599999999994"
"772","58.608999999999945","58.608999999999945","58.608999999999945"
"773","58.89399999999994","58.89399999999994","58.89399999999994"
"774","58.812999999999946","58.812999999999946","58.812999999999946"
"775","59.93299999999996","59.93299999999996","59.93299999999996"
"776","61.23199999999995","61.23199999999995","61.23199999999995"
"777","63.02599999999996","63.02599999999996","63.02599999999996"
"778","63.477999999999945","63.477999999999945","63.477999999999945"
"779","62.14399999999995","62.14399999999995","62.14399999999995"
"780","61.54899999999995","61.54899999999995","61.54899999999995"
"781","60.78899999999996","60.78899999999996","60.78899999999996"
"782","59.83099999999994","59.83099999999994","59.83099999999994"
"783","58.60699999999994","58.60699999999994","58.60699999999994"
"784","59.349999999999945","59.349999999999945","59.349999999999945"
"785","58.876999999999946","58.876999999999946","58.876999999999946"
"786","58.29799999999994","58.29799999999994","58.29799999999994"
"787","60.52499999999993","60.52499999999993","60.52499999999993"
"788","60.55199999999995","60.55199999999995","60.55199999999995"
"789","59.19899999999994","59.19899999999994","59.19899999999994"
"790","60.96499999999994","60.96499999999994","60.96499999999994"
"791","61.69799999999995","61.69799999999995","61.69799999999995"
"792","60.81199999999996","60.81199999999996","60.81199999999996"
"793","60.152999999999935","60.152999999999935","60.152999999999935"
"794","60.26399999999994","60.26399999999994","60.26399999999994"
"795","60.413999999999966","60.413999999999966","60.413999999999966"
"796","60.274999999999935","60.274999999999935","60.274999999999935"
"797","60.654999999999944","60.654999999999944","60.654999999999944"
"798","61.58899999999994","61.58899999999994","61.58899999999994"
"799","61.52099999999994","61.52099999999994","61.52099999999994"
"800","61.93699999999994","61.93699999999994","61.93699999999994"
"801","62.00399999999994","62.00399999999994","62.00399999999994"
"802","62.03599999999995","62.03599999999995","62.03599999999995"
"803","62.39899999999995","62.39899999999995","62.39899999999995"
"804","62.73799999999996","62.73799999999996","62.73799999999996"
"805","61.31799999999994","61.31799999999994","61.31799999999994"
"806","61.74899999999994","61.74899999999994","61.74899999999994"
"807","61.343999999999944","61.343999999999944","61.343999999999944"
"808","59.70599999999994","59.70599999999994","59.70599999999994"
"809","57.791999999999945","57.791999999999945","57.791999999999945"
"810","58.27299999999995","58.27299999999995","58.27299999999995"
"811","58.894999999999946","58.894999999999946","58.894999999999946"
"812","58.516999999999946","58.516999999999946","58.516999999999946"
"813","56.14799999999995","56.14799999999995","56.14799999999995"
"814","55.72599999999995","55.72599999999995","55.72599999999995"
"815","56.080999999999946","56.080999999999946","56.080999999999946"
"816","55.315999999999946","55.315999999999946","55.315999999999946"
"817","57.38799999999996","57.38799999999996","57.38799999999996"
"818","61.20799999999995","61.20799999999995","61.20799999999995"
"819","61.83999999999995","61.83999999999995","61.83999999999995"
"820","63.55899999999996","63.55899999999996","63.55899999999996"
"821","62.30899999999994","62.30899999999994","62.30899999999994"
"822","60.087999999999944","60.087999999999944","60.087999999999944"
"823","58.57299999999995","58.57299999999995","58.57299999999995"
"824","58.52599999999995","58.52599999999995","58.52599999999995"
"825","58.211999999999954","58.211999999999954","58.211999999999954"
"826","61.091999999999956","61.091999999999956","61.091999999999956"
"827","60.739999999999945","60.739999999999945","60.739999999999945"
"828","62.87299999999995","62.87299999999995","62.87299999999995"
"829","60.902999999999956","60.902999999999956","60.902999999999956"
"830","61.306999999999945","61.306999999999945","61.306999999999945"
"831","57.91399999999996","57.91399999999996","57.91399999999996"
"832","58.081999999999944","58.081999999999944","58.081999999999944"
"833","56.60299999999994","56.60299999999994","56.60299999999994"
"834","58.43499999999995","58.43499999999995","58.43499999999995"
"835","56.74799999999994","56.74799999999994","56.74799999999994"
"836","59.331999999999944","59.331999999999944","59.331999999999944"
"837","60.04199999999992","60.04199999999992","60.04199999999992"
"838","60.636999999999944","60.636999999999944","60.636999999999944"
"839","58.76999999999995","58.76999999999995","58.76999999999995"
"840","59.03999999999994","59.03999999999994","59.03999999999994"
"841","56.66899999999996","56.66899999999996","56.66899999999996"
"842","56.129999999999946","56.129999999999946","56.129999999999946"
"843","57.059999999999945","57.059999999999945","57.059999999999945"
"844","56.926999999999964","56.926999999999964","56.926999999999964"
"845","58.136999999999944","58.136999999999944","58.136999999999944"
"846","59.03699999999994","59.03699999999994","59.03699999999994"
"847","57.937999999999946","57.937999999999946","57.937999999999946"
"848","58.88799999999996","58.88799999999996","58.88799999999996"
"849","57.549999999999955","57.549999999999955","57.549999999999955"
"850","59.186999999999955","59.186999999999955","59.186999999999955"
"851","58.79599999999996","58.79599999999996","58.79599999999996"
"852","58.91099999999994","58.91099999999994","58.91099999999994"
"853","58.94799999999995","58.94799999999995","58.94799999999995"
"854","59.117999999999945","59.117999999999945","59.117999999999945"
"855","57.639999999999944","57.639999999999944","57.639999999999944"
"856","57.07799999999994","57.07799999999994","57.07799999999994"
"857","55.89999999999993","55.89999999999993","55.89999999999993"
"858","55.129999999999946","55.129999999999946","55.129999999999946"
"859","52.36699999999994","52.36699999999994","52.36699999999994"
"860","51.66599999999994","51.66599999999994","51.66599999999994"
"861","53.551999999999936","53.551999999999936","53.551999999999936"
"862","55.90799999999994","55.90799999999994","55.90799999999994"
"863","55.74699999999994","55.74699999999994","55.74699999999994"
"864","56.61799999999994","56.61799999999994","56.61799999999994"
"865","57.772999999999946","57.772999999999946","57.772999999999946"
"866","55.312999999999946","55.312999999999946","55.312999999999946"
"867","55.532999999999944","55.532999999999944","55.532999999999944"
"868","57.624999999999936","57.624999999999936","57.624999999999936"
"869","58.38199999999994","58.38199999999994","58.38199999999994"
"870","59.92099999999994","59.92099999999994","59.92099999999994"
"871","60.022999999999946","60.022999999999946","60.022999999999946"
"872","60.32999999999995","60.32999999999995","60.32999999999995"
"873","60.699999999999925","60.699999999999925","60.699999999999925"
"874","59.329999999999934","59.329999999999934","59.329999999999934"
"875","60.32999999999995","60.32999999999995","60.32999999999995"
"876","60.16099999999995","60.16099999999995","60.16099999999995"
"877","59.85399999999996","59.85399999999996","59.85399999999996"
"878","59.38699999999994","59.38699999999994","59.38699999999994"
"879","59.494999999999955","59.494999999999955","59.494999999999955"
"880","59.18899999999994","59.18899999999994","59.18899999999994"
"881","58.92799999999995","58.92799999999995","58.92799999999995"
"882","58.496999999999936","58.496999999999936","58.496999999999936"
"883","58.82899999999993","58.82899999999993","58.82899999999993"
"884","59.19799999999994","59.19799999999994","59.19799999999994"
"885","59.846999999999944","59.846999999999944","59.846999999999944"
"886","60.219999999999956","60.219999999999956","60.219999999999956"
"887","62.015999999999956","62.015999999999956","62.015999999999956"
"888","62.96899999999996","62.96899999999996","62.96899999999996"
"889","62.93499999999995","62.93499999999995","62.93499999999995"
"890","63.453999999999944","63.453999999999944","63.453999999999944"
"891","63.11099999999995","63.11099999999995","63.11099999999995"
"892","62.765999999999956","62.765999999999956","62.765999999999956"
"893","60.73799999999995","60.73799999999995","60.73799999999995"
"894","60.61899999999995","60.61899999999995","60.61899999999995"
"895","57.009999999999955","57.009999999999955","57.009999999999955"
"896","57.109999999999964","57.109999999999964","57.109999999999964"
"897","57.054999999999936","57.054999999999936","57.054999999999936"
"898","58.64399999999996","58.64399999999996","58.64399999999996"
"899","58.37399999999996","58.37399999999996","58.37399999999996"
"900","62.51699999999996","62.51699999999996","62.51699999999996"
"901","60.20499999999997","60.20499999999997","60.20499999999997"
"902","56.542999999999935","56.542999999999935","56.542999999999935"
"903","55.53399999999996","55.53399999999996","55.53399999999996"
"904","54.473999999999954","54.473999999999954","54.473999999999954"
"905","52.79399999999993","52.79399999999993","52.79399999999993"
"906","55.59599999999995","55.59599999999995","55.59599999999995"
"907","58.07799999999994","58.07799999999994","58.07799999999994"
"908","58.79799999999993","58.79799999999993","58.79799999999993"
"909","59.75699999999994","59.75699999999994","59.75699999999994"
"910","60.33999999999994","60.33999999999994","60.33999999999994"
"911","60.79699999999994","60.79699999999994","60.79699999999994"
"912","62.82899999999995","62.82899999999995","62.82899999999995"
"913","62.25599999999995","62.25599999999995","62.25599999999995"
"914","62.716999999999956","62.716999999999956","62.716999999999956"
"915","64.42399999999996","64.42399999999996","64.42399999999996"
"916","62.78299999999996","62.78299999999996","62.78299999999996"
"917","61.847999999999956","61.847999999999956","61.847999999999956"
"918","62.41099999999996","62.41099999999996","62.41099999999996"
"919","62.157999999999944","62.157999999999944","62.157999999999944"
"920","61.28299999999996","61.28299999999996","61.28299999999996"
"921","61.91999999999995","61.91999999999995","61.91999999999995"
"922","62.42199999999996","62.42199999999996","62.42199999999996"
"923","62.67199999999996","62.67199999999996","62.67199999999996"
"924","62.19599999999994","62.19599999999994","62.19599999999994"
"925","63.108999999999945","63.108999999999945","63.108999999999945"
"926","63.22199999999995","63.22199999999995","63.22199999999995"
"927","63.33899999999995","63.33899999999995","63.33899999999995"
"928","63.06699999999994","63.06699999999994","63.06699999999994"
"929","62.47599999999995","62.47599999999995","62.47599999999995"
"930","62.114999999999945","62.114999999999945","62.114999999999945"
"931","60.96199999999995","60.96199999999995","60.96199999999995"
"932","59.534999999999926","59.534999999999926","59.534999999999926"
"933","57.23099999999995","57.23099999999995","57.23099999999995"
"934","56.81999999999994","56.81999999999994","56.81999999999994"
"935","57.541999999999945","57.541999999999945","57.541999999999945"
"936","57.306999999999945","57.306999999999945","57.306999999999945"
"937","59.71899999999995","59.71899999999995","59.71899999999995"
"938","61.47799999999993","61.47799999999993","61.47799999999993"
"939","61.611999999999945","61.611999999999945","61.611999999999945"
"940","63.22799999999996","63.22799999999996","63.22799999999996"
"941","63.303999999999945","63.303999999999945","63.303999999999945"
"942","62.469999999999956","62.469999999999956","62.469999999999956"
"943","63.29599999999995","63.29599999999995","63.29599999999995"
"944","62.02799999999995","62.02799999999995","62.02799999999995"
"945","60.90399999999994","60.90399999999994","60.90399999999994"
"946","61.37399999999993","61.37399999999993","61.37399999999993"
"947","60.089999999999954","60.089999999999954","60.089999999999954"
"948","58.86399999999994","58.86399999999994","58.86399999999994"
"949","57.903999999999954","57.903999999999954","57.903999999999954"
