"Step","3x3HighIn_simple_3by3_oldarrival_run_arrival_change_201_007_transformer_2025-06-09_09-54-32 - reward","3x3HighIn_simple_3by3_oldarrival_run_arrival_change_201_007_transformer_2025-06-09_09-54-32 - reward__MIN","3x3HighIn_simple_3by3_oldarrival_run_arrival_change_201_007_transformer_2025-06-09_09-54-32 - reward__MAX"
"495","47.9949999999999","47.9949999999999","47.9949999999999"
"496","49.470999999999904","49.470999999999904","49.470999999999904"
"497","48.640999999999906","48.640999999999906","48.640999999999906"
"498","48.1459999999999","48.1459999999999","48.1459999999999"
"499","47.456999999999915","47.456999999999915","47.456999999999915"
"500","47.72999999999992","47.72999999999992","47.72999999999992"
"501","47.19699999999991","47.19699999999991","47.19699999999991"
"502","48.004999999999924","48.004999999999924","48.004999999999924"
"503","48.67999999999992","48.67999999999992","48.67999999999992"
"504","48.753999999999905","48.753999999999905","48.753999999999905"
"505","44.84599999999992","44.84599999999992","44.84599999999992"
"506","44.16599999999991","44.16599999999991","44.16599999999991"
"507","39.50799999999993","39.50799999999993","39.50799999999993"
"508","38.68899999999993","38.68899999999993","38.68899999999993"
"509","37.63099999999993","37.63099999999993","37.63099999999993"
"510","39.17999999999992","39.17999999999992","39.17999999999992"
"511","39.449999999999925","39.449999999999925","39.449999999999925"
"512","42.65999999999991","42.65999999999991","42.65999999999991"
"513","42.21499999999994","42.21499999999994","42.21499999999994"
"514","40.53099999999992","40.53099999999992","40.53099999999992"
"515","41.29099999999993","41.29099999999993","41.29099999999993"
"516","40.75099999999992","40.75099999999992","40.75099999999992"
"517","40.34499999999993","40.34499999999993","40.34499999999993"
"518","41.81799999999992","41.81799999999992","41.81799999999992"
"519","45.104999999999926","45.104999999999926","45.104999999999926"
"520","46.98699999999991","46.98699999999991","46.98699999999991"
"521","48.35799999999991","48.35799999999991","48.35799999999991"
"522","49.7829999999999","49.7829999999999","49.7829999999999"
"523","49.95799999999989","49.95799999999989","49.95799999999989"
"524","49.77799999999991","49.77799999999991","49.77799999999991"
"525","50.0979999999999","50.0979999999999","50.0979999999999"
"526","49.59399999999991","49.59399999999991","49.59399999999991"
"527","48.961999999999904","48.961999999999904","48.961999999999904"
"528","49.256999999999906","49.256999999999906","49.256999999999906"
"529","48.436999999999905","48.436999999999905","48.436999999999905"
"530","48.06399999999991","48.06399999999991","48.06399999999991"
"531","48.39499999999992","48.39499999999992","48.39499999999992"
"532","48.37599999999991","48.37599999999991","48.37599999999991"
"533","46.76799999999991","46.76799999999991","46.76799999999991"
"534","46.9899999999999","46.9899999999999","46.9899999999999"
"535","47.78099999999991","47.78099999999991","47.78099999999991"
"536","47.48499999999992","47.48499999999992","47.48499999999992"
"537","47.90099999999991","47.90099999999991","47.90099999999991"
"538","49.3639999999999","49.3639999999999","49.3639999999999"
"539","49.48699999999992","49.48699999999992","49.48699999999992"
"540","49.259999999999906","49.259999999999906","49.259999999999906"
"541","49.630999999999915","49.630999999999915","49.630999999999915"
"542","50.2309999999999","50.2309999999999","50.2309999999999"
"543","49.954999999999906","49.954999999999906","49.954999999999906"
"544","50.7949999999999","50.7949999999999","50.7949999999999"
"545","50.9289999999999","50.9289999999999","50.9289999999999"
"546","51.5479999999999","51.5479999999999","51.5479999999999"
"547","51.02299999999991","51.02299999999991","51.02299999999991"
"548","50.1929999999999","50.1929999999999","50.1929999999999"
"549","50.34399999999991","50.34399999999991","50.34399999999991"
"550","49.971999999999895","49.971999999999895","49.971999999999895"
"551","49.697999999999894","49.697999999999894","49.697999999999894"
"552","49.73699999999991","49.73699999999991","49.73699999999991"
"553","49.91599999999991","49.91599999999991","49.91599999999991"
"554","49.3589999999999","49.3589999999999","49.3589999999999"
"555","49.43299999999991","49.43299999999991","49.43299999999991"
"556","49.770999999999916","49.770999999999916","49.770999999999916"
"557","50.27199999999991","50.27199999999991","50.27199999999991"
"558","48.601999999999904","48.601999999999904","48.601999999999904"
"559","45.91999999999991","45.91999999999991","45.91999999999991"
"560","45.01299999999993","45.01299999999993","45.01299999999993"
"561","41.81599999999991","41.81599999999991","41.81599999999991"
"562","39.90799999999993","39.90799999999993","39.90799999999993"
"563","41.01299999999992","41.01299999999992","41.01299999999992"
"564","42.65199999999994","42.65199999999994","42.65199999999994"
"565","43.000999999999934","43.000999999999934","43.000999999999934"
"566","30.409999999999926","30.409999999999926","30.409999999999926"
"567","24.27999999999995","24.27999999999995","24.27999999999995"
"568","20.30099999999996","20.30099999999996","20.30099999999996"
"569","16.864999999999963","16.864999999999963","16.864999999999963"
"570","15.175999999999965","15.175999999999965","15.175999999999965"
"571","25.485999999999958","25.485999999999958","25.485999999999958"
"572","29.008999999999947","29.008999999999947","29.008999999999947"
"573","31.27399999999994","31.27399999999994","31.27399999999994"
"574","32.59099999999994","32.59099999999994","32.59099999999994"
"575","32.40699999999993","32.40699999999993","32.40699999999993"
"576","34.65599999999994","34.65599999999994","34.65599999999994"
"577","34.06499999999994","34.06499999999994","34.06499999999994"
"578","33.94599999999995","33.94599999999995","33.94599999999995"
"579","35.066999999999936","35.066999999999936","35.066999999999936"
"580","33.31499999999995","33.31499999999995","33.31499999999995"
"581","34.38199999999994","34.38199999999994","34.38199999999994"
"582","36.862999999999936","36.862999999999936","36.862999999999936"
"583","36.76099999999994","36.76099999999994","36.76099999999994"
"584","38.45999999999993","38.45999999999993","38.45999999999993"
"585","39.30199999999993","39.30199999999993","39.30199999999993"
"586","38.86799999999993","38.86799999999993","38.86799999999993"
"587","41.01299999999993","41.01299999999993","41.01299999999993"
"588","38.01199999999993","38.01199999999993","38.01199999999993"
"589","29.59899999999995","29.59899999999995","29.59899999999995"
"590","26.510999999999964","26.510999999999964","26.510999999999964"
"591","24.263999999999964","24.263999999999964","24.263999999999964"
"592","19.44499999999998","19.44499999999998","19.44499999999998"
"593","23.351999999999965","23.351999999999965","23.351999999999965"
"594","29.51599999999995","29.51599999999995","29.51599999999995"
"595","33.96299999999994","33.96299999999994","33.96299999999994"
"596","38.02999999999993","38.02999999999993","38.02999999999993"
"597","43.103999999999914","43.103999999999914","43.103999999999914"
"598","43.80499999999992","43.80499999999992","43.80499999999992"
"599","43.927999999999926","43.927999999999926","43.927999999999926"
"600","45.06199999999992","45.06199999999992","45.06199999999992"
"601","40.07999999999992","40.07999999999992","40.07999999999992"
"602","38.10399999999992","38.10399999999992","38.10399999999992"
"603","38.57899999999992","38.57899999999992","38.57899999999992"
"604","39.917999999999914","39.917999999999914","39.917999999999914"
"605","39.59899999999992","39.59899999999992","39.59899999999992"
"606","45.566999999999915","45.566999999999915","45.566999999999915"
"607","45.49199999999992","45.49199999999992","45.49199999999992"
"608","45.03399999999992","45.03399999999992","45.03399999999992"
"609","45.64799999999989","45.64799999999989","45.64799999999989"
"610","45.79799999999991","45.79799999999991","45.79799999999991"
"611","42.88199999999992","42.88199999999992","42.88199999999992"
"612","45.85199999999992","45.85199999999992","45.85199999999992"
"613","48.09299999999992","48.09299999999992","48.09299999999992"
"614","48.58399999999992","48.58399999999992","48.58399999999992"
"615","48.97999999999992","48.97999999999992","48.97999999999992"
"616","49.400999999999904","49.400999999999904","49.400999999999904"
"617","47.16699999999992","47.16699999999992","47.16699999999992"
"618","39.83499999999993","39.83499999999993","39.83499999999993"
"619","35.122999999999934","35.122999999999934","35.122999999999934"
"620","31.682999999999943","31.682999999999943","31.682999999999943"
"621","29.04899999999995","29.04899999999995","29.04899999999995"
"622","24.864999999999956","24.864999999999956","24.864999999999956"
"623","24.921999999999954","24.921999999999954","24.921999999999954"
"624","23.61999999999995","23.61999999999995","23.61999999999995"
"625","22.347999999999953","22.347999999999953","22.347999999999953"
"626","20.437999999999953","20.437999999999953","20.437999999999953"
"627","16.72799999999996","16.72799999999996","16.72799999999996"
"628","12.129999999999963","12.129999999999963","12.129999999999963"
"629","10.163999999999962","10.163999999999962","10.163999999999962"
"630","6.992999999999966","6.992999999999966","6.992999999999966"
"631","3.191999999999964","3.191999999999964","3.191999999999964"
"632","10.912999999999956","10.912999999999956","10.912999999999956"
"633","15.66799999999995","15.66799999999995","15.66799999999995"
"634","18.840999999999948","18.840999999999948","18.840999999999948"
"635","19.651999999999944","19.651999999999944","19.651999999999944"
"636","27.86599999999994","27.86599999999994","27.86599999999994"
"637","23.67899999999994","23.67899999999994","23.67899999999994"
"638","24.761999999999947","24.761999999999947","24.761999999999947"
"639","27.851999999999943","27.851999999999943","27.851999999999943"
"640","30.177999999999937","30.177999999999937","30.177999999999937"
"641","31.21699999999994","31.21699999999994","31.21699999999994"
"642","37.061999999999934","37.061999999999934","37.061999999999934"
"643","40.492999999999924","40.492999999999924","40.492999999999924"
"644","41.95099999999993","41.95099999999993","41.95099999999993"
"645","42.36999999999992","42.36999999999992","42.36999999999992"
"646","44.39099999999992","44.39099999999992","44.39099999999992"
"647","45.121999999999915","45.121999999999915","45.121999999999915"
"648","43.371999999999915","43.371999999999915","43.371999999999915"
"649","42.95199999999993","42.95199999999993","42.95199999999993"
"650","41.22299999999993","41.22299999999993","41.22299999999993"
"651","40.912999999999926","40.912999999999926","40.912999999999926"
"652","39.35699999999993","39.35699999999993","39.35699999999993"
"653","41.037999999999926","41.037999999999926","41.037999999999926"
"654","41.808999999999926","41.808999999999926","41.808999999999926"
"655","43.434999999999924","43.434999999999924","43.434999999999924"
"656","43.74899999999992","43.74899999999992","43.74899999999992"
"657","43.084999999999916","43.084999999999916","43.084999999999916"
"658","44.43499999999992","44.43499999999992","44.43499999999992"
"659","35.12999999999994","35.12999999999994","35.12999999999994"
"660","34.53799999999993","34.53799999999993","34.53799999999993"
"661","31.175999999999945","31.175999999999945","31.175999999999945"
"662","29.296999999999944","29.296999999999944","29.296999999999944"
"663","26.394999999999946","26.394999999999946","26.394999999999946"
"664","25.86499999999995","25.86499999999995","25.86499999999995"
"665","26.07999999999996","26.07999999999996","26.07999999999996"
"666","27.08799999999995","27.08799999999995","27.08799999999995"
"667","30.232999999999947","30.232999999999947","30.232999999999947"
"668","33.58699999999994","33.58699999999994","33.58699999999994"
"669","42.598999999999926","42.598999999999926","42.598999999999926"
"670","44.47799999999991","44.47799999999991","44.47799999999991"
"671","47.24699999999993","47.24699999999993","47.24699999999993"
"672","48.4799999999999","48.4799999999999","48.4799999999999"
"673","48.4599999999999","48.4599999999999","48.4599999999999"
"674","47.7549999999999","47.7549999999999","47.7549999999999"
"675","46.92299999999991","46.92299999999991","46.92299999999991"
"676","46.225999999999914","46.225999999999914","46.225999999999914"
"677","43.18699999999992","43.18699999999992","43.18699999999992"
"678","38.674999999999926","38.674999999999926","38.674999999999926"
"679","33.03299999999993","33.03299999999993","33.03299999999993"
"680","29.78599999999994","29.78599999999994","29.78599999999994"
"681","28.609999999999935","28.609999999999935","28.609999999999935"
"682","31.14799999999994","31.14799999999994","31.14799999999994"
"683","35.84699999999994","35.84699999999994","35.84699999999994"
"684","42.330999999999904","42.330999999999904","42.330999999999904"
"685","46.52999999999993","46.52999999999993","46.52999999999993"
"686","48.26299999999989","48.26299999999989","48.26299999999989"
"687","47.818999999999924","47.818999999999924","47.818999999999924"
"688","48.9179999999999","48.9179999999999","48.9179999999999"
"689","46.597999999999914","46.597999999999914","46.597999999999914"
"690","44.606999999999935","44.606999999999935","44.606999999999935"
"691","38.982999999999926","38.982999999999926","38.982999999999926"
"692","34.73399999999993","34.73399999999993","34.73399999999993"
"693","28.80599999999994","28.80599999999994","28.80599999999994"
"694","26.52399999999994","26.52399999999994","26.52399999999994"
"695","29.473999999999936","29.473999999999936","29.473999999999936"
"696","36.29599999999993","36.29599999999993","36.29599999999993"
"697","40.75299999999992","40.75299999999992","40.75299999999992"
"698","43.96799999999992","43.96799999999992","43.96799999999992"
"699","46.23499999999992","46.23499999999992","46.23499999999992"
"700","45.22099999999991","45.22099999999991","45.22099999999991"
"701","44.59499999999992","44.59499999999992","44.59499999999992"
"702","43.00599999999993","43.00599999999993","43.00599999999993"
"703","42.37599999999991","42.37599999999991","42.37599999999991"
"704","33.38499999999993","33.38499999999993","33.38499999999993"
"705","33.40699999999992","33.40699999999992","33.40699999999992"
"706","34.23499999999992","34.23499999999992","34.23499999999992"
"707","35.281999999999925","35.281999999999925","35.281999999999925"
"708","37.48599999999992","37.48599999999992","37.48599999999992"
"709","48.2769999999999","48.2769999999999","48.2769999999999"
"710","48.96499999999991","48.96499999999991","48.96499999999991"
"711","49.49499999999991","49.49499999999991","49.49499999999991"
"712","50.86099999999991","50.86099999999991","50.86099999999991"
"713","52.4399999999999","52.4399999999999","52.4399999999999"
"714","51.9359999999999","51.9359999999999","51.9359999999999"
"715","52.13899999999992","52.13899999999992","52.13899999999992"
"716","52.2559999999999","52.2559999999999","52.2559999999999"
"717","52.4579999999999","52.4579999999999","52.4579999999999"
"718","52.223999999999904","52.223999999999904","52.223999999999904"
"719","53.3819999999999","53.3819999999999","53.3819999999999"
"720","54.15499999999988","54.15499999999988","54.15499999999988"
"721","54.3339999999999","54.3339999999999","54.3339999999999"
"722","54.944999999999894","54.944999999999894","54.944999999999894"
"723","54.553999999999895","54.553999999999895","54.553999999999895"
"724","54.2619999999999","54.2619999999999","54.2619999999999"
"725","53.99799999999991","53.99799999999991","53.99799999999991"
"726","53.323999999999884","53.323999999999884","53.323999999999884"
"727","52.0329999999999","52.0329999999999","52.0329999999999"
"728","50.65299999999991","50.65299999999991","50.65299999999991"
"729","50.558999999999926","50.558999999999926","50.558999999999926"
"730","51.0209999999999","51.0209999999999","51.0209999999999"
"731","51.48699999999991","51.48699999999991","51.48699999999991"
"732","51.3779999999999","51.3779999999999","51.3779999999999"
"733","51.6979999999999","51.6979999999999","51.6979999999999"
"734","50.2399999999999","50.2399999999999","50.2399999999999"
"735","46.64799999999992","46.64799999999992","46.64799999999992"
"736","45.43399999999991","45.43399999999991","45.43399999999991"
"737","46.0519999999999","46.0519999999999","46.0519999999999"
"738","47.1379999999999","47.1379999999999","47.1379999999999"
"739","48.57799999999992","48.57799999999992","48.57799999999992"
"740","51.01799999999992","51.01799999999992","51.01799999999992"
"741","52.626999999999896","52.626999999999896","52.626999999999896"
"742","53.15499999999991","53.15499999999991","53.15499999999991"
"743","51.980999999999895","51.980999999999895","51.980999999999895"
"744","52.79399999999989","52.79399999999989","52.79399999999989"
"745","49.4379999999999","49.4379999999999","49.4379999999999"
"746","48.35499999999992","48.35499999999992","48.35499999999992"
"747","49.29299999999989","49.29299999999989","49.29299999999989"
"748","48.5389999999999","48.5389999999999","48.5389999999999"
"749","48.258999999999915","48.258999999999915","48.258999999999915"
"750","47.925999999999924","47.925999999999924","47.925999999999924"
"751","45.324999999999925","45.324999999999925","45.324999999999925"
"752","42.349999999999916","42.349999999999916","42.349999999999916"
"753","39.75299999999992","39.75299999999992","39.75299999999992"
"754","38.495999999999924","38.495999999999924","38.495999999999924"
"755","39.72899999999993","39.72899999999993","39.72899999999993"
"756","41.994999999999926","41.994999999999926","41.994999999999926"
"757","42.675999999999924","42.675999999999924","42.675999999999924"
"758","41.97199999999992","41.97199999999992","41.97199999999992"
"759","42.02599999999993","42.02599999999993","42.02599999999993"
"760","40.09399999999992","40.09399999999992","40.09399999999992"
"761","37.684999999999924","37.684999999999924","37.684999999999924"
"762","37.30099999999994","37.30099999999994","37.30099999999994"
"763","38.96599999999994","38.96599999999994","38.96599999999994"
"764","39.65299999999993","39.65299999999993","39.65299999999993"
"765","41.15799999999992","41.15799999999992","41.15799999999992"
"766","41.62899999999993","41.62899999999993","41.62899999999993"
"767","42.745999999999924","42.745999999999924","42.745999999999924"
"768","40.59099999999993","40.59099999999993","40.59099999999993"
"769","41.19099999999993","41.19099999999993","41.19099999999993"
"770","41.05099999999993","41.05099999999993","41.05099999999993"
"771","43.70199999999993","43.70199999999993","43.70199999999993"
"772","44.38699999999992","44.38699999999992","44.38699999999992"
"773","46.58299999999991","46.58299999999991","46.58299999999991"
"774","47.061999999999905","47.061999999999905","47.061999999999905"
"775","48.673999999999914","48.673999999999914","48.673999999999914"
"776","48.76199999999991","48.76199999999991","48.76199999999991"
"777","47.959999999999916","47.959999999999916","47.959999999999916"
"778","48.76299999999991","48.76299999999991","48.76299999999991"
"779","49.4509999999999","49.4509999999999","49.4509999999999"
"780","49.62899999999991","49.62899999999991","49.62899999999991"
"781","49.460999999999906","49.460999999999906","49.460999999999906"
"782","50.541999999999895","50.541999999999895","50.541999999999895"
"783","48.87899999999993","48.87899999999993","48.87899999999993"
"784","48.17799999999991","48.17799999999991","48.17799999999991"
"785","46.48799999999992","46.48799999999992","46.48799999999992"
"786","47.095999999999904","47.095999999999904","47.095999999999904"
"787","48.10999999999992","48.10999999999992","48.10999999999992"
"788","49.935999999999915","49.935999999999915","49.935999999999915"
"789","47.7459999999999","47.7459999999999","47.7459999999999"
"790","49.00199999999991","49.00199999999991","49.00199999999991"
"791","47.57199999999991","47.57199999999991","47.57199999999991"
"792","47.00299999999991","47.00299999999991","47.00299999999991"
"793","46.37999999999991","46.37999999999991","46.37999999999991"
"794","48.953999999999894","48.953999999999894","48.953999999999894"
"795","43.66999999999993","43.66999999999993","43.66999999999993"
"796","38.01299999999993","38.01299999999993","38.01299999999993"
"797","33.40699999999993","33.40699999999993","33.40699999999993"
"798","31.004999999999946","31.004999999999946","31.004999999999946"
"799","28.948999999999945","28.948999999999945","28.948999999999945"
"800","32.59899999999995","32.59899999999995","32.59899999999995"
"801","38.19699999999992","38.19699999999992","38.19699999999992"
"802","42.02499999999993","42.02499999999993","42.02499999999993"
"803","43.54599999999993","43.54599999999993","43.54599999999993"
"804","44.14699999999991","44.14699999999991","44.14699999999991"
"805","43.978999999999914","43.978999999999914","43.978999999999914"
"806","39.47899999999993","39.47899999999993","39.47899999999993"
"807","38.63699999999992","38.63699999999992","38.63699999999992"
"808","38.237999999999936","38.237999999999936","38.237999999999936"
"809","38.88699999999993","38.88699999999993","38.88699999999993"
"810","37.74599999999993","37.74599999999993","37.74599999999993"
"811","38.84399999999993","38.84399999999993","38.84399999999993"
"812","36.807999999999936","36.807999999999936","36.807999999999936"
"813","37.723999999999926","37.723999999999926","37.723999999999926"
"814","35.55399999999993","35.55399999999993","35.55399999999993"
"815","37.397999999999925","37.397999999999925","37.397999999999925"
"816","39.32999999999992","39.32999999999992","39.32999999999992"
"817","38.28799999999993","38.28799999999993","38.28799999999993"
"818","37.954999999999934","37.954999999999934","37.954999999999934"
"819","39.25699999999993","39.25699999999993","39.25699999999993"
"820","39.93999999999992","39.93999999999992","39.93999999999992"
"821","41.71999999999992","41.71999999999992","41.71999999999992"
"822","44.34899999999991","44.34899999999991","44.34899999999991"
"823","45.72899999999992","45.72899999999992","45.72899999999992"
"824","45.86899999999991","45.86899999999991","45.86899999999991"
"825","46.511999999999915","46.511999999999915","46.511999999999915"
"826","47.1329999999999","47.1329999999999","47.1329999999999"
"827","46.7999999999999","46.7999999999999","46.7999999999999"
"828","46.205999999999925","46.205999999999925","46.205999999999925"
"829","47.25099999999991","47.25099999999991","47.25099999999991"
"830","47.61499999999991","47.61499999999991","47.61499999999991"
"831","47.66699999999991","47.66699999999991","47.66699999999991"
"832","48.68399999999991","48.68399999999991","48.68399999999991"
"833","49.98099999999991","49.98099999999991","49.98099999999991"
"834","47.325999999999915","47.325999999999915","47.325999999999915"
"835","45.2779999999999","45.2779999999999","45.2779999999999"
"836","42.94399999999992","42.94399999999992","42.94399999999992"
"837","42.741999999999926","42.741999999999926","42.741999999999926"
"838","43.46399999999992","43.46399999999992","43.46399999999992"
"839","46.14499999999991","46.14499999999991","46.14499999999991"
"840","49.00199999999991","49.00199999999991","49.00199999999991"
"841","51.156999999999904","51.156999999999904","51.156999999999904"
"842","50.10999999999993","50.10999999999993","50.10999999999993"
"843","50.22499999999991","50.22499999999991","50.22499999999991"
"844","50.416999999999895","50.416999999999895","50.416999999999895"
"845","50.450999999999915","50.450999999999915","50.450999999999915"
"846","51.67599999999991","51.67599999999991","51.67599999999991"
"847","53.0029999999999","53.0029999999999","53.0029999999999"
"848","52.9929999999999","52.9929999999999","52.9929999999999"
"849","53.6359999999999","53.6359999999999","53.6359999999999"
"850","53.21999999999991","53.21999999999991","53.21999999999991"
"851","52.9669999999999","52.9669999999999","52.9669999999999"
"852","52.5629999999999","52.5629999999999","52.5629999999999"
"853","51.67299999999991","51.67299999999991","51.67299999999991"
"854","51.86499999999991","51.86499999999991","51.86499999999991"
"855","51.94299999999991","51.94299999999991","51.94299999999991"
"856","52.770999999999894","52.770999999999894","52.770999999999894"
"857","53.85599999999991","53.85599999999991","53.85599999999991"
"858","54.197999999999894","54.197999999999894","54.197999999999894"
"859","54.20999999999991","54.20999999999991","54.20999999999991"
"860","54.335999999999906","54.335999999999906","54.335999999999906"
"861","54.3089999999999","54.3089999999999","54.3089999999999"
"862","54.6649999999999","54.6649999999999","54.6649999999999"
"863","55.57099999999989","55.57099999999989","55.57099999999989"
"864","53.3479999999999","53.3479999999999","53.3479999999999"
"865","53.70999999999991","53.70999999999991","53.70999999999991"
"866","52.84699999999991","52.84699999999991","52.84699999999991"
"867","52.2789999999999","52.2789999999999","52.2789999999999"
"868","52.113999999999905","52.113999999999905","52.113999999999905"
"869","53.8819999999999","53.8819999999999","53.8819999999999"
"870","54.2769999999999","54.2769999999999","54.2769999999999"
"871","54.498999999999896","54.498999999999896","54.498999999999896"
"872","53.3329999999999","53.3329999999999","53.3329999999999"
"873","52.6659999999999","52.6659999999999","52.6659999999999"
"874","50.4049999999999","50.4049999999999","50.4049999999999"
"875","45.885999999999925","45.885999999999925","45.885999999999925"
"876","45.65299999999991","45.65299999999991","45.65299999999991"
"877","46.400999999999925","46.400999999999925","46.400999999999925"
"878","44.826999999999906","44.826999999999906","44.826999999999906"
"879","46.971999999999916","46.971999999999916","46.971999999999916"
"880","51.01999999999989","51.01999999999989","51.01999999999989"
"881","49.708999999999904","49.708999999999904","49.708999999999904"
"882","49.826999999999906","49.826999999999906","49.826999999999906"
"883","50.45999999999991","50.45999999999991","50.45999999999991"
"884","50.44599999999989","50.44599999999989","50.44599999999989"
"885","50.5879999999999","50.5879999999999","50.5879999999999"
"886","51.47399999999991","51.47399999999991","51.47399999999991"
"887","51.4429999999999","51.4429999999999","51.4429999999999"
"888","52.3259999999999","52.3259999999999","52.3259999999999"
"889","51.5319999999999","51.5319999999999","51.5319999999999"
"890","51.43799999999991","51.43799999999991","51.43799999999991"
"891","51.9909999999999","51.9909999999999","51.9909999999999"
"892","51.71799999999991","51.71799999999991","51.71799999999991"
"893","52.41699999999991","52.41699999999991","52.41699999999991"
"894","52.458999999999904","52.458999999999904","52.458999999999904"
"895","52.760999999999896","52.760999999999896","52.760999999999896"
"896","52.91199999999991","52.91199999999991","52.91199999999991"
"897","54.091999999999906","54.091999999999906","54.091999999999906"
"898","53.89799999999991","53.89799999999991","53.89799999999991"
"899","53.271999999999906","53.271999999999906","53.271999999999906"
"900","52.55499999999991","52.55499999999991","52.55499999999991"
"901","52.7999999999999","52.7999999999999","52.7999999999999"
"902","51.48999999999989","51.48999999999989","51.48999999999989"
"903","50.18799999999991","50.18799999999991","50.18799999999991"
"904","49.680999999999905","49.680999999999905","49.680999999999905"
"905","49.21999999999991","49.21999999999991","49.21999999999991"
"906","49.67999999999991","49.67999999999991","49.67999999999991"
"907","50.9139999999999","50.9139999999999","50.9139999999999"
"908","52.73699999999991","52.73699999999991","52.73699999999991"
"909","54.95399999999989","54.95399999999989","54.95399999999989"
"910","55.33799999999991","55.33799999999991","55.33799999999991"
"911","55.397999999999904","55.397999999999904","55.397999999999904"
"912","55.590999999999894","55.590999999999894","55.590999999999894"
"913","56.005999999999894","56.005999999999894","56.005999999999894"
"914","54.6569999999999","54.6569999999999","54.6569999999999"
"915","54.5909999999999","54.5909999999999","54.5909999999999"
"916","54.006999999999906","54.006999999999906","54.006999999999906"
"917","52.32099999999991","52.32099999999991","52.32099999999991"
"918","51.912999999999904","51.912999999999904","51.912999999999904"
"919","48.69999999999991","48.69999999999991","48.69999999999991"
"920","48.55999999999991","48.55999999999991","48.55999999999991"
"921","47.698999999999906","47.698999999999906","47.698999999999906"
"922","48.941999999999915","48.941999999999915","48.941999999999915"
"923","48.51899999999991","48.51899999999991","48.51899999999991"
"924","51.0729999999999","51.0729999999999","51.0729999999999"
"925","50.43599999999992","50.43599999999992","50.43599999999992"
"926","49.551999999999914","49.551999999999914","49.551999999999914"
"927","48.203999999999915","48.203999999999915","48.203999999999915"
"928","44.933999999999905","44.933999999999905","44.933999999999905"
"929","45.800999999999924","45.800999999999924","45.800999999999924"
"930","46.667999999999914","46.667999999999914","46.667999999999914"
"931","47.780999999999906","47.780999999999906","47.780999999999906"
"932","49.49599999999991","49.49599999999991","49.49599999999991"
"933","53.217999999999904","53.217999999999904","53.217999999999904"
"934","53.3099999999999","53.3099999999999","53.3099999999999"
"935","53.810999999999915","53.810999999999915","53.810999999999915"
"936","54.24199999999989","54.24199999999989","54.24199999999989"
"937","48.65399999999991","48.65399999999991","48.65399999999991"
"938","48.44599999999991","48.44599999999991","48.44599999999991"
"939","46.77399999999992","46.77399999999992","46.77399999999992"
"940","42.39499999999992","42.39499999999992","42.39499999999992"
"941","39.45099999999993","39.45099999999993","39.45099999999993"
"942","44.579999999999906","44.579999999999906","44.579999999999906"
"943","44.54699999999992","44.54699999999992","44.54699999999992"
"944","45.88299999999991","45.88299999999991","45.88299999999991"
"945","51.171999999999905","51.171999999999905","51.171999999999905"
"946","52.39199999999992","52.39199999999992","52.39199999999992"
"947","49.825999999999915","49.825999999999915","49.825999999999915"
"948","47.61399999999991","47.61399999999991","47.61399999999991"
"949","46.023999999999916","46.023999999999916","46.023999999999916"
"950","44.50399999999991","44.50399999999991","44.50399999999991"
"951","43.56899999999992","43.56899999999992","43.56899999999992"
"952","43.85699999999993","43.85699999999993","43.85699999999993"
"953","44.47599999999993","44.47599999999993","44.47599999999993"
"954","43.385999999999925","43.385999999999925","43.385999999999925"
"955","41.175999999999924","41.175999999999924","41.175999999999924"
"956","41.936999999999934","41.936999999999934","41.936999999999934"
"957","38.815999999999924","38.815999999999924","38.815999999999924"
"958","39.17899999999993","39.17899999999993","39.17899999999993"
"959","39.69499999999992","39.69499999999992","39.69499999999992"
"960","41.026999999999916","41.026999999999916","41.026999999999916"
"961","40.876999999999924","40.876999999999924","40.876999999999924"
"962","45.578999999999915","45.578999999999915","45.578999999999915"
"963","46.533999999999914","46.533999999999914","46.533999999999914"
"964","46.74799999999991","46.74799999999991","46.74799999999991"
"965","48.53799999999991","48.53799999999991","48.53799999999991"
"966","47.51599999999991","47.51599999999991","47.51599999999991"
"967","47.546999999999905","47.546999999999905","47.546999999999905"
"968","48.273999999999916","48.273999999999916","48.273999999999916"
"969","49.886999999999915","49.886999999999915","49.886999999999915"
"970","49.91499999999992","49.91499999999992","49.91499999999992"
"971","51.00199999999991","51.00199999999991","51.00199999999991"
"972","51.3119999999999","51.3119999999999","51.3119999999999"
"973","48.79599999999991","48.79599999999991","48.79599999999991"
"974","46.24799999999991","46.24799999999991","46.24799999999991"
"975","46.249999999999915","46.249999999999915","46.249999999999915"
"976","45.688999999999915","45.688999999999915","45.688999999999915"
"977","45.59299999999992","45.59299999999992","45.59299999999992"
"978","47.51099999999991","47.51099999999991","47.51099999999991"
"979","50.031999999999904","50.031999999999904","50.031999999999904"
"980","51.26299999999991","51.26299999999991","51.26299999999991"
"981","52.11099999999992","52.11099999999992","52.11099999999992"
"982","52.122999999999905","52.122999999999905","52.122999999999905"
"983","52.593999999999895","52.593999999999895","52.593999999999895"
"984","52.802999999999905","52.802999999999905","52.802999999999905"
"985","52.34999999999989","52.34999999999989","52.34999999999989"
"986","52.7549999999999","52.7549999999999","52.7549999999999"
"987","54.2819999999999","54.2819999999999","54.2819999999999"
