"Step","3x3HighIn_simple_3by3_oldarrival_run_arrival_change_201_007_transformer_2025-06-09_09-54-32 - reward","3x3HighIn_simple_3by3_oldarrival_run_arrival_change_201_007_transformer_2025-06-09_09-54-32 - reward__MIN","3x3HighIn_simple_3by3_oldarrival_run_arrival_change_201_007_transformer_2025-06-09_09-54-32 - reward__MAX"
"988","52.61899999999989","52.61899999999989","52.61899999999989"
"989","51.8379999999999","51.8379999999999","51.8379999999999"
"990","51.063999999999915","51.063999999999915","51.063999999999915"
"991","48.66599999999992","48.66599999999992","48.66599999999992"
"992","46.411999999999914","46.411999999999914","46.411999999999914"
"993","48.501999999999896","48.501999999999896","48.501999999999896"
"994","49.55999999999991","49.55999999999991","49.55999999999991"
"995","50.80799999999989","50.80799999999989","50.80799999999989"
"996","53.084999999999916","53.084999999999916","53.084999999999916"
"997","54.662999999999904","54.662999999999904","54.662999999999904"
"998","53.7489999999999","53.7489999999999","53.7489999999999"
"999","53.467999999999904","53.467999999999904","53.467999999999904"
"1000","48.795999999999914","48.795999999999914","48.795999999999914"
"1001","48.83999999999991","48.83999999999991","48.83999999999991"
"1002","47.83999999999991","47.83999999999991","47.83999999999991"
"1003","47.94999999999991","47.94999999999991","47.94999999999991"
"1004","48.9629999999999","48.9629999999999","48.9629999999999"
"1005","53.03399999999991","53.03399999999991","53.03399999999991"
"1006","54.5189999999999","54.5189999999999","54.5189999999999"
"1007","53.850999999999914","53.850999999999914","53.850999999999914"
"1008","53.24399999999991","53.24399999999991","53.24399999999991"
"1009","51.668999999999905","51.668999999999905","51.668999999999905"
"1010","50.35999999999991","50.35999999999991","50.35999999999991"
"1011","48.43399999999991","48.43399999999991","48.43399999999991"
"1012","48.14799999999991","48.14799999999991","48.14799999999991"
"1013","46.163999999999916","46.163999999999916","46.163999999999916"
"1014","43.81799999999992","43.81799999999992","43.81799999999992"
"1015","41.51099999999993","41.51099999999993","41.51099999999993"
"1016","40.043999999999926","40.043999999999926","40.043999999999926"
"1017","39.23799999999993","39.23799999999993","39.23799999999993"
"1018","41.57099999999992","41.57099999999992","41.57099999999992"
"1019","44.35399999999992","44.35399999999992","44.35399999999992"
"1020","43.303999999999924","43.303999999999924","43.303999999999924"
"1021","42.76499999999993","42.76499999999993","42.76499999999993"
"1022","39.01099999999993","39.01099999999993","39.01099999999993"
"1023","35.742999999999945","35.742999999999945","35.742999999999945"
"1024","32.687999999999946","32.687999999999946","32.687999999999946"
"1025","32.65699999999995","32.65699999999995","32.65699999999995"
"1026","30.838999999999952","30.838999999999952","30.838999999999952"
"1027","32.572999999999944","32.572999999999944","32.572999999999944"
"1028","32.97399999999994","32.97399999999994","32.97399999999994"
"1029","33.10199999999995","33.10199999999995","33.10199999999995"
"1030","33.822999999999944","33.822999999999944","33.822999999999944"
"1031","35.497999999999934","35.497999999999934","35.497999999999934"
"1032","35.99599999999993","35.99599999999993","35.99599999999993"
"1033","36.45099999999993","36.45099999999993","36.45099999999993"
"1034","36.853999999999935","36.853999999999935","36.853999999999935"
"1035","36.938999999999936","36.938999999999936","36.938999999999936"
"1036","37.128999999999934","37.128999999999934","37.128999999999934"
"1037","37.22799999999993","37.22799999999993","37.22799999999993"
"1038","36.67299999999994","36.67299999999994","36.67299999999994"
"1039","35.93099999999993","35.93099999999993","35.93099999999993"
"1040","35.91699999999994","35.91699999999994","35.91699999999994"
"1041","35.35499999999994","35.35499999999994","35.35499999999994"
"1042","34.977999999999945","34.977999999999945","34.977999999999945"
"1043","35.73299999999993","35.73299999999993","35.73299999999993"
"1044","36.06199999999993","36.06199999999993","36.06199999999993"
"1045","34.92599999999994","34.92599999999994","34.92599999999994"
"1046","38.107999999999926","38.107999999999926","38.107999999999926"
"1047","36.63399999999993","36.63399999999993","36.63399999999993"
"1048","29.223999999999943","29.223999999999943","29.223999999999943"
"1049","28.785999999999945","28.785999999999945","28.785999999999945"
"1050","30.43399999999994","30.43399999999994","30.43399999999994"
"1051","28.126999999999942","28.126999999999942","28.126999999999942"
"1052","30.006999999999938","30.006999999999938","30.006999999999938"
"1053","39.03099999999993","39.03099999999993","39.03099999999993"
"1054","40.74599999999993","40.74599999999993","40.74599999999993"
"1055","42.49299999999992","42.49299999999992","42.49299999999992"
"1056","44.44799999999993","44.44799999999993","44.44799999999993"
"1057","46.72499999999991","46.72499999999991","46.72499999999991"
"1058","47.8399999999999","47.8399999999999","47.8399999999999"
"1059","49.16899999999991","49.16899999999991","49.16899999999991"
"1060","50.15099999999991","50.15099999999991","50.15099999999991"
"1061","52.131999999999906","52.131999999999906","52.131999999999906"
"1062","49.91999999999991","49.91999999999991","49.91999999999991"
"1063","48.25899999999991","48.25899999999991","48.25899999999991"
"1064","47.71199999999992","47.71199999999992","47.71199999999992"
"1065","47.41299999999991","47.41299999999991","47.41299999999991"
"1066","46.459999999999916","46.459999999999916","46.459999999999916"
"1067","48.85399999999991","48.85399999999991","48.85399999999991"
"1068","50.883999999999915","50.883999999999915","50.883999999999915"
"1069","51.69299999999989","51.69299999999989","51.69299999999989"
"1070","51.79699999999989","51.79699999999989","51.79699999999989"
"1071","52.020999999999894","52.020999999999894","52.020999999999894"
"1072","52.037999999999904","52.037999999999904","52.037999999999904"
"1073","51.6579999999999","51.6579999999999","51.6579999999999"
"1074","51.9579999999999","51.9579999999999","51.9579999999999"
"1075","52.1499999999999","52.1499999999999","52.1499999999999"
"1076","52.37199999999991","52.37199999999991","52.37199999999991"
"1077","51.22399999999991","51.22399999999991","51.22399999999991"
"1078","50.718999999999916","50.718999999999916","50.718999999999916"
"1079","50.09699999999991","50.09699999999991","50.09699999999991"
"1080","48.9629999999999","48.9629999999999","48.9629999999999"
"1081","48.88399999999992","48.88399999999992","48.88399999999992"
"1082","49.80799999999991","49.80799999999991","49.80799999999991"
"1083","50.21099999999989","50.21099999999989","50.21099999999989"
"1084","48.646999999999906","48.646999999999906","48.646999999999906"
"1085","48.24899999999992","48.24899999999992","48.24899999999992"
"1086","46.285999999999916","46.285999999999916","46.285999999999916"
"1087","38.408999999999935","38.408999999999935","38.408999999999935"
"1088","37.613999999999926","37.613999999999926","37.613999999999926"
"1089","37.01599999999993","37.01599999999993","37.01599999999993"
"1090","37.27999999999993","37.27999999999993","37.27999999999993"
"1091","39.75199999999993","39.75199999999993","39.75199999999993"
"1092","43.74399999999992","43.74399999999992","43.74399999999992"
"1093","44.36799999999992","44.36799999999992","44.36799999999992"
"1094","46.58099999999991","46.58099999999991","46.58099999999991"
"1095","46.606999999999914","46.606999999999914","46.606999999999914"
"1096","47.631999999999906","47.631999999999906","47.631999999999906"
"1097","49.986999999999895","49.986999999999895","49.986999999999895"
"1098","50.25899999999991","50.25899999999991","50.25899999999991"
"1099","50.23099999999991","50.23099999999991","50.23099999999991"
"1100","51.038999999999895","51.038999999999895","51.038999999999895"
"1101","51.22999999999991","51.22999999999991","51.22999999999991"
"1102","50.8119999999999","50.8119999999999","50.8119999999999"
"1103","50.925999999999895","50.925999999999895","50.925999999999895"
"1104","50.63599999999991","50.63599999999991","50.63599999999991"
"1105","50.55999999999991","50.55999999999991","50.55999999999991"
"1106","51.26699999999991","51.26699999999991","51.26699999999991"
"1107","51.6829999999999","51.6829999999999","51.6829999999999"
"1108","51.5429999999999","51.5429999999999","51.5429999999999"
"1109","51.87699999999991","51.87699999999991","51.87699999999991"
"1110","51.81399999999991","51.81399999999991","51.81399999999991"
"1111","51.59299999999991","51.59299999999991","51.59299999999991"
"1112","50.0049999999999","50.0049999999999","50.0049999999999"
"1113","44.7339999999999","44.7339999999999","44.7339999999999"
"1114","39.28699999999993","39.28699999999993","39.28699999999993"
"1115","32.91699999999993","32.91699999999993","32.91699999999993"
"1116","30.11099999999994","30.11099999999994","30.11099999999994"
"1117","28.715999999999937","28.715999999999937","28.715999999999937"
"1118","33.25799999999993","33.25799999999993","33.25799999999993"
"1119","38.41499999999993","38.41499999999993","38.41499999999993"
"1120","44.154999999999916","44.154999999999916","44.154999999999916"
"1121","45.8779999999999","45.8779999999999","45.8779999999999"
"1122","49.3899999999999","49.3899999999999","49.3899999999999"
"1123","49.40899999999991","49.40899999999991","49.40899999999991"
"1124","49.08499999999991","49.08499999999991","49.08499999999991"
"1125","49.5669999999999","49.5669999999999","49.5669999999999"
"1126","48.4139999999999","48.4139999999999","48.4139999999999"
"1127","47.54399999999991","47.54399999999991","47.54399999999991"
"1128","46.925999999999924","46.925999999999924","46.925999999999924"
"1129","46.75499999999991","46.75499999999991","46.75499999999991"
"1130","45.764999999999915","45.764999999999915","45.764999999999915"
"1131","46.95399999999992","46.95399999999992","46.95399999999992"
"1132","48.07499999999991","48.07499999999991","48.07499999999991"
"1133","49.03599999999992","49.03599999999992","49.03599999999992"
"1134","49.11999999999992","49.11999999999992","49.11999999999992"
"1135","50.020999999999894","50.020999999999894","50.020999999999894"
"1136","50.155999999999906","50.155999999999906","50.155999999999906"
"1137","50.0549999999999","50.0549999999999","50.0549999999999"
"1138","50.768999999999906","50.768999999999906","50.768999999999906"
"1139","50.09399999999991","50.09399999999991","50.09399999999991"
"1140","49.9949999999999","49.9949999999999","49.9949999999999"
"1141","49.25799999999991","49.25799999999991","49.25799999999991"
"1142","49.10299999999991","49.10299999999991","49.10299999999991"
"1143","48.2599999999999","48.2599999999999","48.2599999999999"
"1144","48.62899999999991","48.62899999999991","48.62899999999991"
"1145","34.01899999999993","34.01899999999993","34.01899999999993"
"1146","34.19399999999993","34.19399999999993","34.19399999999993"
"1147","29.35899999999994","29.35899999999994","29.35899999999994"
"1148","28.45299999999994","28.45299999999994","28.45299999999994"
"1149","27.23999999999994","27.23999999999994","27.23999999999994"
"1150","38.556999999999924","38.556999999999924","38.556999999999924"
"1151","36.85699999999993","36.85699999999993","36.85699999999993"
"1152","40.66199999999992","40.66199999999992","40.66199999999992"
"1153","41.31999999999993","41.31999999999993","41.31999999999993"
"1154","44.94399999999992","44.94399999999992","44.94399999999992"
"1155","46.04799999999991","46.04799999999991","46.04799999999991"
"1156","49.83599999999991","49.83599999999991","49.83599999999991"
"1157","50.536999999999914","50.536999999999914","50.536999999999914"
"1158","51.05499999999991","51.05499999999991","51.05499999999991"
"1159","51.1019999999999","51.1019999999999","51.1019999999999"
"1160","50.84599999999992","50.84599999999992","50.84599999999992"
"1161","50.7349999999999","50.7349999999999","50.7349999999999"
"1162","50.975999999999914","50.975999999999914","50.975999999999914"
"1163","51.46499999999991","51.46499999999991","51.46499999999991"
"1164","51.022999999999904","51.022999999999904","51.022999999999904"
"1165","51.553999999999895","51.553999999999895","51.553999999999895"
"1166","50.89999999999992","50.89999999999992","50.89999999999992"
"1167","50.33999999999992","50.33999999999992","50.33999999999992"
"1168","49.8479999999999","49.8479999999999","49.8479999999999"
"1169","50.09599999999991","50.09599999999991","50.09599999999991"
"1170","49.57499999999992","49.57499999999992","49.57499999999992"
"1171","49.00099999999991","49.00099999999991","49.00099999999991"
"1172","49.33599999999989","49.33599999999989","49.33599999999989"
"1173","49.177999999999905","49.177999999999905","49.177999999999905"
"1174","49.205999999999925","49.205999999999925","49.205999999999925"
"1175","49.4779999999999","49.4779999999999","49.4779999999999"
"1176","50.17999999999991","50.17999999999991","50.17999999999991"
"1177","48.14699999999993","48.14699999999993","48.14699999999993"
"1178","47.32899999999992","47.32899999999992","47.32899999999992"
"1179","47.49999999999991","47.49999999999991","47.49999999999991"
"1180","47.77299999999992","47.77299999999992","47.77299999999992"
"1181","47.36999999999992","47.36999999999992","47.36999999999992"
"1182","49.265999999999906","49.265999999999906","49.265999999999906"
"1183","49.79199999999992","49.79199999999992","49.79199999999992"
"1184","49.278999999999904","49.278999999999904","49.278999999999904"
"1185","49.25299999999991","49.25299999999991","49.25299999999991"
"1186","49.308999999999905","49.308999999999905","49.308999999999905"
"1187","47.910999999999916","47.910999999999916","47.910999999999916"
"1188","46.44299999999992","46.44299999999992","46.44299999999992"
"1189","45.755999999999915","45.755999999999915","45.755999999999915"
"1190","45.39699999999991","45.39699999999991","45.39699999999991"
"1191","44.81199999999993","44.81199999999993","44.81199999999993"
"1192","45.973999999999904","45.973999999999904","45.973999999999904"
"1193","46.53699999999993","46.53699999999993","46.53699999999993"
"1194","46.841999999999906","46.841999999999906","46.841999999999906"
"1195","47.36399999999991","47.36399999999991","47.36399999999991"
"1196","48.496999999999915","48.496999999999915","48.496999999999915"
"1197","49.5369999999999","49.5369999999999","49.5369999999999"
"1198","50.848999999999904","50.848999999999904","50.848999999999904"
"1199","51.210999999999906","51.210999999999906","51.210999999999906"
"1200","51.266999999999896","51.266999999999896","51.266999999999896"
"1201","51.009999999999906","51.009999999999906","51.009999999999906"
"1202","50.09599999999991","50.09599999999991","50.09599999999991"
"1203","50.023999999999916","50.023999999999916","50.023999999999916"
"1204","49.77199999999991","49.77199999999991","49.77199999999991"
"1205","49.70299999999991","49.70299999999991","49.70299999999991"
"1206","49.88199999999992","49.88199999999992","49.88199999999992"
"1207","50.61199999999992","50.61199999999992","50.61199999999992"
"1208","49.905999999999906","49.905999999999906","49.905999999999906"
"1209","50.03399999999991","50.03399999999991","50.03399999999991"
"1210","49.84399999999991","49.84399999999991","49.84399999999991"
"1211","49.93299999999989","49.93299999999989","49.93299999999989"
"1212","49.987999999999914","49.987999999999914","49.987999999999914"
"1213","50.67499999999991","50.67499999999991","50.67499999999991"
"1214","50.450999999999915","50.450999999999915","50.450999999999915"
"1215","50.14099999999992","50.14099999999992","50.14099999999992"
"1216","45.23299999999992","45.23299999999992","45.23299999999992"
"1217","41.32099999999992","41.32099999999992","41.32099999999992"
"1218","40.397999999999925","40.397999999999925","40.397999999999925"
"1219","40.052999999999926","40.052999999999926","40.052999999999926"
"1220","40.267999999999915","40.267999999999915","40.267999999999915"
"1221","45.36299999999992","45.36299999999992","45.36299999999992"
"1222","49.415999999999904","49.415999999999904","49.415999999999904"
"1223","48.44999999999991","48.44999999999991","48.44999999999991"
"1224","48.11099999999991","48.11099999999991","48.11099999999991"
"1225","47.56499999999991","47.56499999999991","47.56499999999991"
"1226","47.300999999999924","47.300999999999924","47.300999999999924"
"1227","46.40499999999993","46.40499999999993","46.40499999999993"
"1228","46.229999999999926","46.229999999999926","46.229999999999926"
"1229","43.01599999999992","43.01599999999992","43.01599999999992"
"1230","41.22599999999992","41.22599999999992","41.22599999999992"
"1231","36.36699999999993","36.36699999999993","36.36699999999993"
"1232","34.98699999999994","34.98699999999994","34.98699999999994"
"1233","31.654999999999937","31.654999999999937","31.654999999999937"
"1234","34.278999999999925","34.278999999999925","34.278999999999925"
"1235","34.024999999999935","34.024999999999935","34.024999999999935"
"1236","35.77699999999992","35.77699999999992","35.77699999999992"
"1237","37.05799999999992","37.05799999999992","37.05799999999992"
"1238","39.287999999999926","39.287999999999926","39.287999999999926"
"1239","35.519999999999925","35.519999999999925","35.519999999999925"
"1240","37.53099999999992","37.53099999999992","37.53099999999992"
"1241","30.26599999999993","30.26599999999993","30.26599999999993"
"1242","24.25399999999994","24.25399999999994","24.25399999999994"
"1243","22.845999999999943","22.845999999999943","22.845999999999943"
"1244","26.74699999999994","26.74699999999994","26.74699999999994"
"1245","24.428999999999952","24.428999999999952","24.428999999999952"
"1246","31.338999999999942","31.338999999999942","31.338999999999942"
"1247","32.82599999999994","32.82599999999994","32.82599999999994"
"1248","31.309999999999935","31.309999999999935","31.309999999999935"
"1249","25.770999999999944","25.770999999999944","25.770999999999944"
"1250","28.189999999999944","28.189999999999944","28.189999999999944"
"1251","29.079999999999938","29.079999999999938","29.079999999999938"
"1252","28.907999999999937","28.907999999999937","28.907999999999937"
"1253","30.02999999999994","30.02999999999994","30.02999999999994"
"1254","34.34299999999993","34.34299999999993","34.34299999999993"
"1255","34.439999999999934","34.439999999999934","34.439999999999934"
"1256","33.649999999999935","33.649999999999935","33.649999999999935"
"1257","38.835999999999935","38.835999999999935","38.835999999999935"
"1258","40.537999999999926","40.537999999999926","40.537999999999926"
"1259","40.315999999999924","40.315999999999924","40.315999999999924"
"1260","39.92799999999993","39.92799999999993","39.92799999999993"
"1261","38.009999999999934","38.009999999999934","38.009999999999934"
"1262","36.82999999999993","36.82999999999993","36.82999999999993"
"1263","37.281999999999925","37.281999999999925","37.281999999999925"
"1264","36.242999999999924","36.242999999999924","36.242999999999924"
"1265","36.30099999999993","36.30099999999993","36.30099999999993"
"1266","39.14899999999992","39.14899999999992","39.14899999999992"
"1267","39.60099999999993","39.60099999999993","39.60099999999993"
"1268","41.26299999999992","41.26299999999992","41.26299999999992"
"1269","42.94899999999991","42.94899999999991","42.94899999999991"
"1270","44.34499999999991","44.34499999999991","44.34499999999991"
"1271","30.227999999999923","30.227999999999923","30.227999999999923"
"1272","29.67499999999992","29.67499999999992","29.67499999999992"
"1273","29.165999999999936","29.165999999999936","29.165999999999936"
"1274","28.837999999999933","28.837999999999933","28.837999999999933"
"1275","30.71699999999993","30.71699999999993","30.71699999999993"
"1276","43.64999999999993","43.64999999999993","43.64999999999993"
"1277","45.28299999999992","45.28299999999992","45.28299999999992"
"1278","45.68299999999992","45.68299999999992","45.68299999999992"
"1279","45.47799999999992","45.47799999999992","45.47799999999992"
"1280","45.58299999999991","45.58299999999991","45.58299999999991"
"1281","46.08299999999992","46.08299999999992","46.08299999999992"
"1282","42.21999999999992","42.21999999999992","42.21999999999992"
"1283","40.72199999999992","40.72199999999992","40.72199999999992"
"1284","40.52199999999992","40.52199999999992","40.52199999999992"
"1285","40.48499999999992","40.48499999999992","40.48499999999992"
"1286","41.465999999999916","41.465999999999916","41.465999999999916"
"1287","46.18499999999992","46.18499999999992","46.18499999999992"
"1288","47.38899999999992","47.38899999999992","47.38899999999992"
"1289","48.23499999999991","48.23499999999991","48.23499999999991"
"1290","47.378999999999905","47.378999999999905","47.378999999999905"
"1291","46.97699999999992","46.97699999999992","46.97699999999992"
"1292","46.7529999999999","46.7529999999999","46.7529999999999"
"1293","46.5689999999999","46.5689999999999","46.5689999999999"
"1294","44.283999999999914","44.283999999999914","44.283999999999914"
"1295","41.71899999999992","41.71899999999992","41.71899999999992"
"1296","41.836999999999925","41.836999999999925","41.836999999999925"
"1297","41.75399999999991","41.75399999999991","41.75399999999991"
"1298","41.22099999999991","41.22099999999991","41.22099999999991"
"1299","43.19899999999991","43.19899999999991","43.19899999999991"
"1300","46.17299999999991","46.17299999999991","46.17299999999991"
"1301","46.3189999999999","46.3189999999999","46.3189999999999"
"1302","46.82599999999992","46.82599999999992","46.82599999999992"
"1303","47.20199999999991","47.20199999999991","47.20199999999991"
"1304","48.55199999999991","48.55199999999991","48.55199999999991"
"1305","48.647999999999904","48.647999999999904","48.647999999999904"
"1306","48.64499999999992","48.64499999999992","48.64499999999992"
"1307","48.8629999999999","48.8629999999999","48.8629999999999"
"1308","48.809999999999924","48.809999999999924","48.809999999999924"
"1309","48.79099999999991","48.79099999999991","48.79099999999991"
"1310","48.79999999999991","48.79999999999991","48.79999999999991"
"1311","47.670999999999914","47.670999999999914","47.670999999999914"
"1312","45.04799999999992","45.04799999999992","45.04799999999992"
"1313","44.541999999999916","44.541999999999916","44.541999999999916"
"1314","43.38099999999992","43.38099999999992","43.38099999999992"
"1315","42.85999999999992","42.85999999999992","42.85999999999992"
"1316","42.67899999999993","42.67899999999993","42.67899999999993"
"1317","45.96799999999991","45.96799999999991","45.96799999999991"
"1318","32.63699999999993","32.63699999999993","32.63699999999993"
"1319","13.134999999999945","13.134999999999945","13.134999999999945"
"1320","7.76199999999996","7.76199999999996","7.76199999999996"
"1321","2.219999999999974","2.219999999999974","2.219999999999974"
"1322","-0.391000000000015","-0.391000000000015","-0.391000000000015"
"1323","10.041999999999975","10.041999999999975","10.041999999999975"
"1324","25.66299999999997","25.66299999999997","25.66299999999997"
"1325","27.565999999999963","27.565999999999963","27.565999999999963"
"1326","28.627999999999965","28.627999999999965","28.627999999999965"
"1327","29.638999999999957","29.638999999999957","29.638999999999957"
"1328","29.509999999999955","29.509999999999955","29.509999999999955"
"1329","30.65899999999995","30.65899999999995","30.65899999999995"
"1330","32.83699999999995","32.83699999999995","32.83699999999995"
"1331","35.786999999999935","35.786999999999935","35.786999999999935"
"1332","36.448999999999934","36.448999999999934","36.448999999999934"
"1333","38.652999999999935","38.652999999999935","38.652999999999935"
"1334","40.845999999999925","40.845999999999925","40.845999999999925"
"1335","42.570999999999934","42.570999999999934","42.570999999999934"
"1336","44.28499999999992","44.28499999999992","44.28499999999992"
"1337","46.80699999999991","46.80699999999991","46.80699999999991"
"1338","48.2699999999999","48.2699999999999","48.2699999999999"
"1339","48.56699999999992","48.56699999999992","48.56699999999992"
"1340","49.1789999999999","49.1789999999999","49.1789999999999"
"1341","49.04599999999991","49.04599999999991","49.04599999999991"
"1342","49.9809999999999","49.9809999999999","49.9809999999999"
"1343","49.90399999999991","49.90399999999991","49.90399999999991"
"1344","50.2639999999999","50.2639999999999","50.2639999999999"
"1345","49.487999999999914","49.487999999999914","49.487999999999914"
"1346","49.55699999999992","49.55699999999992","49.55699999999992"
"1347","49.32399999999991","49.32399999999991","49.32399999999991"
"1348","48.78099999999992","48.78099999999992","48.78099999999992"
"1349","48.26499999999991","48.26499999999991","48.26499999999991"
"1350","48.9019999999999","48.9019999999999","48.9019999999999"
"1351","48.61199999999992","48.61199999999992","48.61199999999992"
"1352","47.81199999999993","47.81199999999993","47.81199999999993"
"1353","45.509999999999934","45.509999999999934","45.509999999999934"
"1354","44.12899999999991","44.12899999999991","44.12899999999991"
"1355","43.579999999999934","43.579999999999934","43.579999999999934"
"1356","44.89499999999992","44.89499999999992","44.89499999999992"
"1357","45.78999999999991","45.78999999999991","45.78999999999991"
"1358","48.51299999999991","48.51299999999991","48.51299999999991"
"1359","49.88999999999991","49.88999999999991","49.88999999999991"
"1360","50.38699999999991","50.38699999999991","50.38699999999991"
"1361","50.3789999999999","50.3789999999999","50.3789999999999"
"1362","45.05599999999992","45.05599999999992","45.05599999999992"
"1363","44.563999999999915","44.563999999999915","44.563999999999915"
"1364","44.63399999999992","44.63399999999992","44.63399999999992"
"1365","44.48299999999991","44.48299999999991","44.48299999999991"
"1366","43.60499999999992","43.60499999999992","43.60499999999992"
"1367","47.92899999999992","47.92899999999992","47.92899999999992"
"1368","48.70099999999992","48.70099999999992","48.70099999999992"
"1369","48.82999999999992","48.82999999999992","48.82999999999992"
"1370","49.03699999999991","49.03699999999991","49.03699999999991"
"1371","50.05699999999992","50.05699999999992","50.05699999999992"
"1372","50.1359999999999","50.1359999999999","50.1359999999999"
"1373","49.8089999999999","49.8089999999999","49.8089999999999"
"1374","49.845999999999904","49.845999999999904","49.845999999999904"
"1375","50.71899999999991","50.71899999999991","50.71899999999991"
"1376","50.997999999999905","50.997999999999905","50.997999999999905"
"1377","49.49999999999991","49.49999999999991","49.49999999999991"
"1378","49.05099999999991","49.05099999999991","49.05099999999991"
"1379","48.35799999999991","48.35799999999991","48.35799999999991"
"1380","48.086999999999904","48.086999999999904","48.086999999999904"
"1381","47.968999999999916","47.968999999999916","47.968999999999916"
"1382","48.758999999999915","48.758999999999915","48.758999999999915"
"1383","49.29599999999989","49.29599999999989","49.29599999999989"
"1384","47.51899999999991","47.51899999999991","47.51899999999991"
"1385","46.1729999999999","46.1729999999999","46.1729999999999"
"1386","44.840999999999916","44.840999999999916","44.840999999999916"
"1387","45.26699999999991","45.26699999999991","45.26699999999991"
"1388","45.430999999999905","45.430999999999905","45.430999999999905"
"1389","47.36799999999991","47.36799999999991","47.36799999999991"
"1390","48.57399999999991","48.57399999999991","48.57399999999991"
"1391","49.704999999999906","49.704999999999906","49.704999999999906"
"1392","49.62099999999991","49.62099999999991","49.62099999999991"
"1393","49.8259999999999","49.8259999999999","49.8259999999999"
"1394","50.00299999999991","50.00299999999991","50.00299999999991"
"1395","50.2029999999999","50.2029999999999","50.2029999999999"
"1396","50.2629999999999","50.2629999999999","50.2629999999999"
"1397","51.1689999999999","51.1689999999999","51.1689999999999"
"1398","50.73699999999991","50.73699999999991","50.73699999999991"
"1399","50.205999999999904","50.205999999999904","50.205999999999904"
"1400","49.628999999999905","49.628999999999905","49.628999999999905"
"1401","49.635999999999925","49.635999999999925","49.635999999999925"
"1402","48.91699999999992","48.91699999999992","48.91699999999992"
"1403","48.4879999999999","48.4879999999999","48.4879999999999"
"1404","49.18199999999991","49.18199999999991","49.18199999999991"
"1405","49.38699999999991","49.38699999999991","49.38699999999991"
"1406","50.220999999999904","50.220999999999904","50.220999999999904"
"1407","50.37299999999991","50.37299999999991","50.37299999999991"
"1408","51.211999999999904","51.211999999999904","51.211999999999904"
"1409","51.1309999999999","51.1309999999999","51.1309999999999"
"1410","50.85299999999991","50.85299999999991","50.85299999999991"
"1411","50.30099999999991","50.30099999999991","50.30099999999991"
"1412","49.470999999999904","49.470999999999904","49.470999999999904"
"1413","49.17299999999991","49.17299999999991","49.17299999999991"
"1414","47.40299999999991","47.40299999999991","47.40299999999991"
"1415","47.18999999999991","47.18999999999991","47.18999999999991"
"1416","36.448999999999934","36.448999999999934","36.448999999999934"
"1417","36.51099999999993","36.51099999999993","36.51099999999993"
"1418","34.743999999999936","34.743999999999936","34.743999999999936"
"1419","35.41399999999993","35.41399999999993","35.41399999999993"
"1420","38.23499999999993","38.23499999999993","38.23499999999993"
"1421","45.54499999999994","45.54499999999994","45.54499999999994"
"1422","46.724999999999916","46.724999999999916","46.724999999999916"
"1423","48.34199999999991","48.34199999999991","48.34199999999991"
"1424","48.67099999999992","48.67099999999992","48.67099999999992"
"1425","50.25499999999991","50.25499999999991","50.25499999999991"
"1426","51.15199999999991","51.15199999999991","51.15199999999991"
"1427","50.60499999999991","50.60499999999991","50.60499999999991"
"1428","50.24899999999992","50.24899999999992","50.24899999999992"
"1429","49.72699999999992","49.72699999999992","49.72699999999992"
"1430","49.38399999999991","49.38399999999991","49.38399999999991"
"1431","49.25799999999992","49.25799999999992","49.25799999999992"
"1432","50.1679999999999","50.1679999999999","50.1679999999999"
"1433","50.42999999999991","50.42999999999991","50.42999999999991"
"1434","51.056999999999896","51.056999999999896","51.056999999999896"
"1435","50.7549999999999","50.7549999999999","50.7549999999999"
"1436","50.7579999999999","50.7579999999999","50.7579999999999"
"1437","50.713999999999906","50.713999999999906","50.713999999999906"
"1438","51.77299999999989","51.77299999999989","51.77299999999989"
"1439","51.465999999999894","51.465999999999894","51.465999999999894"
"1440","51.2119999999999","51.2119999999999","51.2119999999999"
"1441","50.81999999999991","50.81999999999991","50.81999999999991"
"1442","50.662999999999904","50.662999999999904","50.662999999999904"
"1443","49.73599999999992","49.73599999999992","49.73599999999992"
"1444","49.759999999999906","49.759999999999906","49.759999999999906"
"1445","50.156999999999904","50.156999999999904","50.156999999999904"
"1446","50.83299999999991","50.83299999999991","50.83299999999991"
"1447","50.941999999999915","50.941999999999915","50.941999999999915"
"1448","50.42799999999991","50.42799999999991","50.42799999999991"
"1449","50.098999999999904","50.098999999999904","50.098999999999904"
"1450","50.131999999999906","50.131999999999906","50.131999999999906"
"1451","49.596999999999895","49.596999999999895","49.596999999999895"
"1452","49.25099999999992","49.25099999999992","49.25099999999992"
"1453","23.386999999999922","23.386999999999922","23.386999999999922"
"1454","-5.522000000000056","-5.522000000000056","-5.522000000000056"
"1455","-32.66000000000004","-32.66000000000004","-32.66000000000004"
"1456","-58.795000000000016","-58.795000000000016","-58.795000000000016"
"1457","-78.911","-78.911","-78.911"
"1458","-73.14200000000001","-73.14200000000001","-73.14200000000001"
"1459","-71.90899999999999","-71.90899999999999","-71.90899999999999"
"1460","-68.182","-68.182","-68.182"
"1461","-61.714000000000006","-61.714000000000006","-61.714000000000006"
"1462","-53.79200000000001","-53.79200000000001","-53.79200000000001"
"1463","-43.578","-43.578","-43.578"
"1464","-29.791000000000018","-29.791000000000018","-29.791000000000018"
